"MEM1","MEM2","MEM3","MEM4","MEM5","MEM6","MEM7","MEM8","MEM9","MEM10","MEM11","MEM12","MEM13","MEM14","MEM15","MEM16","MEM17","MEM18","MEM19","MEM20","MEM21","MEM22","MEM23","MEM24","MEM25","MEM26","MEM27","MEM28","MEM29","MEM30","MEM31","MEM32","MEM33","MEM34","MEM35","MEM36"
2.26942782722773,-0.416166044862391,0.547974111372539,-0.590797451038985,1.8428517587218,-1.99041187540036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72581862606493,-0.543893263149947,0.200405336003168
-0.4517178943084,-1.6921593646037,0.220651642656553,0.886520845051682,-0.530632451942028,0.873563591239419,0.123891547420397,0.612930629569506,-0.112542363639007,-0.198072192081754,0.0324022465538587,0.515760746786655,0.401840071351569,-0.325639967677728,-0.238273590804215,-0.266144063710825,-0.00699149618203478,-0.193619166480069,1.4208482990783,0.568510517017876,0.122426212085533,0.401036771333052,0.470448295872788,0.125992210897545,0.124601680954567,4.20913819977483,-0.677141256340713,0.618365412789837,-0.601749922781805,-1.34017165552127,0.18504480337802,-0.118649729482657,0.0860939519404632,0.222841138900285,-1.98005968698845,1.54858711473335
-0.458777208920272,0.137855487249802,-1.01924227194641,-0.771836931897195,0.247351042480323,-0.0894854546868403,0.360795507163636,-4.009084473233,-0.404906892852667,-0.328766764988329,-1.2269551603302,0.821126875734068,0.468602201136053,1.84562230570059,-0.961841008658185,0.306257346701966,0.977216656299902,-0.696126462170771,0.215865491905231,0.456717090147011,0.525292286464276,1.33861792020394,0.793857111043747,0.3722994606619,1.07017691555973,0.190046458656387,-0.185311730946142,-1.22251695161394,1.01163348856877,0.576549414657005,0.684956756036414,-0.276335906041126,0.165432979261809,-0.204725192597825,-1.15558548073236,-0.468618367160734
-0.452305765854406,0.274932588225626,1.32181984161873,0.19795070497212,-0.246450801363406,0.00701100913691622,-1.3261655264453,0.650745147258688,-0.228978613996336,0.901775476176653,-0.517642423152049,0.401578796278803,0.455459479340472,2.13600673927951,0.117838526520976,0.702292644943826,-0.552889841161302,-0.441480123311831,-2.5858976074313,-1.1622101149216,-0.989991068235022,1.07640765517757,-0.613100571344933,-0.165360328038111,0.177090812254443,1.03507271781177,1.38486530567286,-0.81518501705997,0.978547509900935,-2.47471899471612,-0.982785034242919,-0.700451697233949,-1.02765965599378,0.105289993112874,0.759406144628261,-0.413660731277571
-0.45800934857971,0.158404493545949,-0.872795984839466,-1.18599152554723,0.0515967361932603,-0.0605976777765615,-0.361116669775672,0.505831647670884,2.43317190030769,3.61499161876193,0.202411357744024,-0.349031014857435,1.24358490241852,0.78504026965205,0.354574322843125,-0.567648232164533,0.182910615120246,-0.376351285598445,1.2265676541988,-1.64210039900139,-0.622015967764981,-1.00318542650561,-0.709100872025952,0.596386948439787,-0.397432778220204,0.315626658978686,0.525921106211744,0.15777054259737,0.0340316542510827,1.11770476697678,1.19109109974395,-0.550977765369226,0.503835456723975,-0.152652474204891,-0.886905640023983,-0.467767005623108
-0.459750212664992,0.112435484581753,-1.00758035631751,0.269995239005406,0.605024460329374,-0.12902335527483,1.41274897005289,1.08797593987737,-0.248458212694937,0.069165301360657,0.776278928265836,1.12390184052042,0.478180294496893,-1.16435444741621,-1.43908785671924,1.13566356044933,-1.40245315558245,1.45386223740434,-0.445150627593124,-0.526336895571886,-0.261451924115275,-0.245251431646743,0.285879585331613,-1.12265790011301,0.458968145266489,0.408777066941251,0.761636083658019,-1.47237673948814,1.3727504616946,2.00739142717466,-2.53217486695948,-0.317875020096866,-0.0845296731847202,-0.278181261770222,-1.53963031864837,-0.462753010651374
-0.450762953747473,0.0485090044160119,-2.00789121979761,-0.0389679984725513,0.848625975981099,-0.726296364257019,-0.407617801295247,0.998981599141784,1.04302941399127,0.192744761177116,0.0885021047818055,-1.07498836393395,-0.492180914723721,0.342831622731243,0.0704987936760244,-1.85698339929328,1.27043635605708,0.206661905237551,-0.96996938125923,1.46656539006728,-0.00986353742866316,0.556384426162367,1.14844599659882,-2.70653685220337,1.78789423485835,0.815342631766207,-0.418189847862001,-0.566749383277353,-1.47016640695281,0.200219266261065,-0.0434091663944762,-0.506722803387031,-0.65503605305964,-0.215723490460868,1.42114332160228,-0.482464244176779
-0.447146683744707,0.0315856436075054,-2.27055268573046,-0.125953532152481,0.910133969271294,-0.941137878334668,-0.0469118412645811,-0.722758128630996,-1.11394526215828,-0.206466293998484,0.0446152849280079,1.66937640326178,0.434177226299349,-1.18172968728106,0.518644700213621,-1.50686096270092,-1.66909869180219,-1.29191334677144,0.193651996733406,-0.558503251525704,0.860856810970786,-0.483442007158566,-1.36810338632986,1.68509946292257,-0.327492481944298,1.2387512372736,-0.0981369189505578,0.455221817334791,0.062033142280985,-0.239382316533004,-0.69484998860285,0.404865919797645,-0.294699874102876,-0.177529885473451,2.60373261291782,-0.48733365485565
-0.458708692683933,0.16241342596267,0.10443570534707,1.34490876179551,0.584273676161698,-0.0399823897044901,0.19223662599762,0.245481467905379,0.335418046359201,-1.87969064022592,-1.7373887356925,-1.7219494432885,-0.212782968187334,0.562981047580055,1.88773770004201,-0.80890192731912,-0.490522270431203,0.42978017775196,-0.648084667908996,-1.45339166807578,0.82794952597566,-0.0371437390647806,-1.75982714605455,0.163824217271365,1.05139848604525,-0.172250365951457,-1.19360805648685,1.27023259447185,0.689404805246363,0.793524029529311,-0.413519432828169,-1.93374993462344,1.16201002467849,-0.199901018292803,-1.32607488689886,-0.433724012032508
-0.453252693774347,0.101992875163223,-1.63258961978381,-1.09271738868813,0.351109208993856,-0.445350611001739,0.100205783521905,0.148977184257681,0.050432841377081,-0.152335699645468,-0.977514991870189,-1.36719693072001,-0.486941706211777,0.175853020098531,0.232557673940165,3.42372453203039,0.167382157944037,0.151801687880994,1.96766850118424,-0.580444548952025,0.989050207474156,-0.562640892356145,0.620339876325073,-1.21652358577914,-0.374033534944034,-0.236189991961148,0.13290738951845,1.24975496742425,0.189525897386545,-2.24722515939512,-0.9806818601687,0.570189250732911,0.631647946233947,-0.158861837227353,0.67315557165442,-0.481443830736488
